collectionevent,Conditionsid,ampm,technique,color,HostPlant,Host.plant.nosp,Transect
20021090,165,AM,netting,,Centaurea calcitrapa,Centaurea calcitrapa,
20021091,165,AM,netting,,Picris echioides,Picris echioides,
20021092,161,AM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20021093,161,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021094,161,PM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20021095,161,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021096,167,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021097,171,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021098,171,PM,netting,,Patrolling,Patrolling,
20021099,171,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021100,171,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021101,171,AM,netting,,Baccharis pilularis,Baccharis pilularis,
20021102,21,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021103,21,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021104,21,all day,pan traps,yellow,pantrap,pantrap,T1
20021105,21,all day,pan traps,yellow,pantrap,pantrap,T2
20021106,21,all day,pan traps,blue,pantrap,pantrap,T1
20021107,21,all day,pan traps,blue,pantrap,pantrap,T2
20021108,21,all day,pan traps,white,pantrap,pantrap,T1
20021109,21,all day,pan traps,white,pantrap,pantrap,T2
20021110,174,all day,pan traps,yellow,pantrap,pantrap,T1
20021111,174,all day,pan traps,yellow,pantrap,pantrap,T2
20021112,174,all day,pan traps,blue,pantrap,pantrap,T1
20021113,174,all day,pan traps,blue,pantrap,pantrap,T2
20021114,174,all day,pan traps,white,pantrap,pantrap,T1
20021115,174,all day,pan traps,white,pantrap,pantrap,T2
20021116,172,all day,pan traps,yellow,pantrap,pantrap,T1
20021117,172,all day,pan traps,yellow,pantrap,pantrap,T2
20021118,172,all day,pan traps,blue,pantrap,pantrap,T1
20021119,172,all day,pan traps,blue,pantrap,pantrap,T2
20021120,172,all day,pan traps,white,pantrap,pantrap,T1
20021121,172,all day,pan traps,white,pantrap,pantrap,T2
20021122,173,all day,pan traps,yellow,pantrap,pantrap,T1
20021123,173,all day,pan traps,yellow,pantrap,pantrap,T2
20021124,173,all day,pan traps,blue,pantrap,pantrap,T1
20021125,173,all day,pan traps,blue,pantrap,pantrap,T2
20021126,173,all day,pan traps,white,pantrap,pantrap,T1
20021127,173,all day,pan traps,white,pantrap,pantrap,T2
20021128,173,AM,netting,,Perideridia kelloggii,Perideridia kelloggii,
20021129,178,all day,pan traps,yellow,pantrap,pantrap,T1
20021130,178,all day,pan traps,yellow,pantrap,pantrap,T2
20021131,178,all day,pan traps,blue,pantrap,pantrap,T1
20021132,178,all day,pan traps,blue,pantrap,pantrap,T2
20021133,178,all day,pan traps,white,pantrap,pantrap,T1
20021134,178,all day,pan traps,white,pantrap,pantrap,T2
20021135,178,AM,netting,,Foeniculum vulgare,Foeniculum vulgare,
20021136,178,AM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20021137,178,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021138,178,AM,netting,,Hypochaeris radicata,Hypochaeris radicata,
20021139,178,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021140,178,AM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20021141,178,PM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20021142,178,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021143,178,PM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20021144,176,all day,pan traps,yellow,pantrap,pantrap,T1
20021145,176,all day,pan traps,yellow,pantrap,pantrap,T2
20021146,176,all day,pan traps,blue,pantrap,pantrap,T1
20021147,176,all day,pan traps,blue,pantrap,pantrap,T2
20021148,176,all day,pan traps,white,pantrap,pantrap,T1
20021149,176,all day,pan traps,white,pantrap,pantrap,T2
20021150,176,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021151,176,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021152,176,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021153,177,all day,pan traps,yellow,pantrap,pantrap,T1
20021154,177,all day,pan traps,yellow,pantrap,pantrap,T2
20021155,177,all day,pan traps,blue,pantrap,pantrap,T1
20021156,177,all day,pan traps,blue,pantrap,pantrap,T2
20021157,177,all day,pan traps,white,pantrap,pantrap,T1
20021158,177,all day,pan traps,white,pantrap,pantrap,T2
20021159,177,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021160,177,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021161,177,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021162,177,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021163,177,PM,netting,,Eremocarpus setigerus,Eremocarpus setigerus,
20021164,150,all day,pan traps,yellow,pantrap,pantrap,T1
20021165,150,all day,pan traps,yellow,pantrap,pantrap,T2
20021166,150,all day,pan traps,blue,pantrap,pantrap,T1
20021167,150,all day,pan traps,blue,pantrap,pantrap,T2
20021168,150,all day,pan traps,white,pantrap,pantrap,T1
20021169,150,all day,pan traps,white,pantrap,pantrap,T2
20021170,150,AM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20021171,150,AM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20021172,150,PM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20021173,150,PM,netting,,Rhaphanus sativus,Rhaphanus sativus,
20021174,150,PM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20021175,150,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021176,149,AM,netting,,Eschscholzia californica,Eschscholzia californica,
20021177,151,all day,pan traps,yellow,pantrap,pantrap,T1
20021178,151,all day,pan traps,yellow,pantrap,pantrap,T2
20021179,151,all day,pan traps,blue,pantrap,pantrap,T1
20021180,151,all day,pan traps,blue,pantrap,pantrap,T2
20021181,151,all day,pan traps,white,pantrap,pantrap,T1
20021182,151,all day,pan traps,white,pantrap,pantrap,T2
20021183,151,AM,netting,,Hemizonia sp.,Hemizonia sp.,
20021184,151,AM,netting,,Hypochaeris sp.,,
20021185,151,AM,netting,,Hemizonia sp.,Hemizonia sp.,
20021186,151,AM,netting,,Hypochaeris sp.,,
20021187,151,AM,netting,,Mentha pulegium,Mentha pulegium,
20021188,151,PM,netting,,Mentha pulegium,Mentha pulegium,
20021189,151,PM,netting,,Patrolling,Patrolling,
20021190,151,PM,netting,,Mentha pulegium,Mentha pulegium,
20021191,151,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021192,151,PM,netting,,Hemizonia sp.,Hemizonia sp.,
20021193,156,all day,pan traps,yellow,pantrap,pantrap,T1
20021194,156,all day,pan traps,yellow,pantrap,pantrap,T2
20021195,156,all day,pan traps,blue,pantrap,pantrap,T1
20021196,156,all day,pan traps,blue,pantrap,pantrap,T2
20021197,156,all day,pan traps,white,pantrap,pantrap,T1
20021198,156,all day,pan traps,white,pantrap,pantrap,T2
20021199,156,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021200,156,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021201,156,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021202,155,all day,pan traps,yellow,pantrap,pantrap,T1
20021203,155,all day,pan traps,yellow,pantrap,pantrap,T2
20021204,155,all day,pan traps,blue,pantrap,pantrap,T1
20021205,155,all day,pan traps,blue,pantrap,pantrap,T2
20021206,155,all day,pan traps,white,pantrap,pantrap,T1
20021207,155,all day,pan traps,white,pantrap,pantrap,T2
20021208,157,all day,pan traps,yellow,pantrap,pantrap,T1
20021209,157,all day,pan traps,yellow,pantrap,pantrap,T2
20021210,157,all day,pan traps,blue,pantrap,pantrap,T1
20021211,157,all day,pan traps,blue,pantrap,pantrap,T2
20021212,157,all day,pan traps,white,pantrap,pantrap,T1
20021213,157,all day,pan traps,white,pantrap,pantrap,T2
20021214,157,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021215,157,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021216,157,AM,netting,,Patrolling,Patrolling,
20021217,157,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021218,157,PM,netting,,Centaurea calcitrapa,Centaurea calcitrapa,
20021219,157,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021220,157,PM,netting,,Asteraceae,Asteraceae,
20021221,157,PM,netting,,Picris echioides,Picris echioides,
20021222,157,PM,netting,,Patrolling,Patrolling,
20021223,157,PM,netting,,Patrolling,Patrolling,
20021224,154,all day,pan traps,yellow,pantrap,pantrap,T1
20021225,154,all day,pan traps,yellow,pantrap,pantrap,T2
20021226,154,all day,pan traps,blue,pantrap,pantrap,T1
20021227,154,all day,pan traps,blue,pantrap,pantrap,T2
20021228,154,all day,pan traps,white,pantrap,pantrap,T1
20021229,154,all day,pan traps,white,pantrap,pantrap,T2
20021230,154,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021231,154,AM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20021232,154,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021233,154,AM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20021234,154,AM,netting,,Foeniculum vulgare,Foeniculum vulgare,
20021235,154,AM,netting,,Hypochaeris glabra,Hypochaeris glabra,
20021236,154,PM,netting,,Eremocarpus setigerus,Eremocarpus setigerus,
20021237,154,PM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20021238,154,PM,netting,,Foeniculum vulgare,Foeniculum vulgare,
20021239,154,PM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20021240,154,PM,netting,,Eschscholzia californica,Eschscholzia californica,
20021241,153,all day,pan traps,yellow,pantrap,pantrap,T1
20021242,153,all day,pan traps,yellow,pantrap,pantrap,T2
20021243,153,all day,pan traps,blue,pantrap,pantrap,T1
20021244,153,all day,pan traps,blue,pantrap,pantrap,T2
20021245,153,all day,pan traps,white,pantrap,pantrap,T1
20021246,153,all day,pan traps,white,pantrap,pantrap,T2
20021247,153,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021248,153,PM,netting,,Eremocarpus setigerus,Eremocarpus setigerus,
20021249,153,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021250,153,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021251,153,PM,netting,,Eschscholzia californica,Eschscholzia californica,
20021252,153,PM,netting,,Brickelia californica,Brickelia californica,
20021253,153,PM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20021254,152,all day,pan traps,yellow,pantrap,pantrap,T1
20021255,152,all day,pan traps,yellow,pantrap,pantrap,T2
20021256,152,all day,pan traps,blue,pantrap,pantrap,T1
20021257,152,all day,pan traps,blue,pantrap,pantrap,T2
20021258,152,all day,pan traps,white,pantrap,pantrap,T1
20021259,152,all day,pan traps,white,pantrap,pantrap,T2
20021260,152,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021261,152,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021262,152,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021263,152,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021264,159,all day,pan traps,yellow,pantrap,pantrap,T1
20021265,159,all day,pan traps,yellow,pantrap,pantrap,T2
20021266,159,all day,pan traps,blue,pantrap,pantrap,T1
20021267,159,all day,pan traps,blue,pantrap,pantrap,T2
20021268,159,all day,pan traps,white,pantrap,pantrap,T1
20021269,159,all day,pan traps,white,pantrap,pantrap,T2
20021270,158,all day,pan traps,yellow,pantrap,pantrap,T1
20021271,158,all day,pan traps,yellow,pantrap,pantrap,T2
20021272,158,all day,pan traps,blue,pantrap,pantrap,T1
20021273,158,all day,pan traps,blue,pantrap,pantrap,T2
20021274,158,all day,pan traps,white,pantrap,pantrap,T1
20021275,158,all day,pan traps,white,pantrap,pantrap,T2
20021276,160,all day,pan traps,yellow,pantrap,pantrap,T1
20021277,160,all day,pan traps,yellow,pantrap,pantrap,T2
20021278,160,all day,pan traps,blue,pantrap,pantrap,T1
20021279,160,all day,pan traps,blue,pantrap,pantrap,T2
20021280,160,all day,pan traps,white,pantrap,pantrap,T1
20021281,160,all day,pan traps,white,pantrap,pantrap,T2
20021282,161,all day,pan traps,yellow,pantrap,pantrap,T1
20021283,161,all day,pan traps,yellow,pantrap,pantrap,T2
20021284,161,all day,pan traps,blue,pantrap,pantrap,T1
20021285,161,all day,pan traps,blue,pantrap,pantrap,T2
20021286,161,all day,pan traps,white,pantrap,pantrap,T1
20021287,161,all day,pan traps,white,pantrap,pantrap,T2
20021288,162,all day,pan traps,yellow,pantrap,pantrap,T1
20021289,162,all day,pan traps,yellow,pantrap,pantrap,T2
20021290,162,all day,pan traps,blue,pantrap,pantrap,T1
20021291,162,all day,pan traps,blue,pantrap,pantrap,T2
20021292,162,all day,pan traps,white,pantrap,pantrap,T1
20021293,162,all day,pan traps,white,pantrap,pantrap,T2
20021294,162,AM,netting,,Eremocarpus setigerus,Eremocarpus setigerus,
20021295,162,PM,netting,,Eremocarpus setigerus,Eremocarpus setigerus,
20021296,163,all day,pan traps,yellow,pantrap,pantrap,T1
20021297,163,all day,pan traps,yellow,pantrap,pantrap,T2
20021298,163,all day,pan traps,blue,pantrap,pantrap,T1
20021299,163,all day,pan traps,blue,pantrap,pantrap,T2
20021300,163,all day,pan traps,white,pantrap,pantrap,T1
20021301,163,all day,pan traps,white,pantrap,pantrap,T2
20021302,164,all day,pan traps,yellow,pantrap,pantrap,T1
20021303,164,all day,pan traps,yellow,pantrap,pantrap,T2
20021304,164,all day,pan traps,blue,pantrap,pantrap,T1
20021305,164,all day,pan traps,blue,pantrap,pantrap,T2
20021306,164,all day,pan traps,white,pantrap,pantrap,T1
20021307,164,all day,pan traps,white,pantrap,pantrap,T2
20021308,165,AM,netting,,Asteraceae,Asteraceae,
20021309,165,AM,netting,,Patrolling,Patrolling,
20021310,165,PM,netting,,Centaurea calcitrapa,Centaurea calcitrapa,
20021311,165,all day,pan traps,yellow,pantrap,pantrap,T1
20021312,165,all day,pan traps,yellow,pantrap,pantrap,T2
20021313,165,all day,pan traps,blue,pantrap,pantrap,T1
20021314,165,all day,pan traps,blue,pantrap,pantrap,T2
20021315,165,all day,pan traps,white,pantrap,pantrap,T1
20021316,165,all day,pan traps,white,pantrap,pantrap,T2
20021317,166,all day,pan traps,white,pantrap,pantrap,T1
20021318,166,all day,pan traps,yellow,pantrap,pantrap,T1
20021319,166,all day,pan traps,yellow,pantrap,pantrap,T2
20021320,166,all day,pan traps,blue,pantrap,pantrap,T1
20021321,166,all day,pan traps,blue,pantrap,pantrap,T2
20021322,171,AM,netting,,Brickelia californica,Brickelia californica,
20021323,171,PM,netting,,Brickelia californica,Brickelia californica,
20021324,171,all day,pan traps,yellow,pantrap,pantrap,T1
20021325,171,all day,pan traps,yellow,pantrap,pantrap,T2
20021326,171,all day,pan traps,blue,pantrap,pantrap,T1
20021327,171,all day,pan traps,blue,pantrap,pantrap,T2
20021328,171,all day,pan traps,white,pantrap,pantrap,T1
20021329,171,all day,pan traps,white,pantrap,pantrap,T2
20021330,167,all day,pan traps,yellow,pantrap,pantrap,T1
20021331,167,all day,pan traps,yellow,pantrap,pantrap,T2
20021332,167,all day,pan traps,blue,pantrap,pantrap,T1
20021333,167,all day,pan traps,blue,pantrap,pantrap,T2
20021334,167,all day,pan traps,white,pantrap,pantrap,T1
20021335,167,all day,pan traps,white,pantrap,pantrap,T2
20021336,168,all day,pan traps,yellow,pantrap,pantrap,T1
20021337,168,all day,pan traps,yellow,pantrap,pantrap,T2
20021338,168,all day,pan traps,blue,pantrap,pantrap,T1
20021339,168,all day,pan traps,blue,pantrap,pantrap,T2
20021340,168,all day,pan traps,white,pantrap,pantrap,T1
20021341,168,all day,pan traps,white,pantrap,pantrap,T2
20021342,168,AM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021343,168,AM,netting,,Hypochaeris radicata,Hypochaeris radicata,
20021344,168,AM,netting,,Lactuca serriola,Lactuca serriola,
20021345,168,AM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20021346,168,AM,netting,,Eschscholzia californica,Eschscholzia californica,
20021347,168,AM,netting,,Eremocarpus setigerus,Eremocarpus setigerus,
20021348,168,AM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20021349,168,AM,netting,,Lactuca serriola,Lactuca serriola,
20021350,168,PM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20021351,168,PM,netting,,Foeniculum vulgare,Foeniculum vulgare,
20021352,168,PM,netting,,Hirschfeldia incana,Hirschfeldia incana,
20021353,168,PM,netting,,Conyza canadensis,Conyza canadensis,
20021354,168,PM,netting,,Eschscholzia californica,Eschscholzia californica,
20021355,168,PM,netting,,Centaurea solstitialis,Centaurea solstitialis,
20021356,168,PM,netting,,Baccharis pilularis,Baccharis pilularis,
20021357,179,all day,pan traps,yellow,pantrap,pantrap,T1
20021358,179,all day,pan traps,yellow,pantrap,pantrap,T2
20021359,179,all day,pan traps,blue,pantrap,pantrap,T1
20021360,179,all day,pan traps,blue,pantrap,pantrap,T2
20021361,179,all day,pan traps,white,pantrap,pantrap,T1
20021362,179,all day,pan traps,white,pantrap,pantrap,T2
20021363,180,all day,pan traps,yellow,pantrap,pantrap,T1
20021364,180,all day,pan traps,yellow,pantrap,pantrap,T2
20021365,180,all day,pan traps,blue,pantrap,pantrap,T1
20021366,180,all day,pan traps,blue,pantrap,pantrap,T2
20021367,180,all day,pan traps,white,pantrap,pantrap,T1
20021368,180,all day,pan traps,white,pantrap,pantrap,T2
20021369,181,all day,pan traps,yellow,pantrap,pantrap,T1
20021370,181,all day,pan traps,yellow,pantrap,pantrap,T2
20021371,181,all day,pan traps,blue,pantrap,pantrap,T1
20021372,181,all day,pan traps,blue,pantrap,pantrap,T2
20021373,181,all day,pan traps,white,pantrap,pantrap,T1
20021374,181,all day,pan traps,white,pantrap,pantrap,T2
20021375,182,all day,pan traps,yellow,pantrap,pantrap,
20021377,182,all day,pan traps,blue,pantrap,pantrap,
20021379,182,all day,pan traps,white,pantrap,pantrap,
20021381,183,all day,pan traps,yellow,pantrap,pantrap,
20021383,183,all day,pan traps,blue,pantrap,pantrap,
20021385,183,all day,pan traps,white,pantrap,pantrap,
20021387,184,all day,pan traps,yellow,pantrap,pantrap,T1
20021388,184,all day,pan traps,yellow,pantrap,pantrap,T2
20021389,184,all day,pan traps,blue,pantrap,pantrap,T1
20021390,184,all day,pan traps,blue,pantrap,pantrap,T2
20021391,184,all day,pan traps,white,pantrap,pantrap,T1
20021392,184,all day,pan traps,white,pantrap,pantrap,T2
20021393,185,all day,pan traps,yellow,pantrap,pantrap,
20021395,185,all day,pan traps,blue,pantrap,pantrap,
20021397,185,all day,pan traps,white,pantrap,pantrap,
20021399,186,all day,pan traps,yellow,pantrap,pantrap,T1
20021400,186,all day,pan traps,yellow,pantrap,pantrap,T2
20021401,186,all day,pan traps,blue,pantrap,pantrap,T1
20021402,186,all day,pan traps,blue,pantrap,pantrap,T2
20021403,186,all day,pan traps,white,pantrap,pantrap,T1
20021404,186,all day,pan traps,white,pantrap,pantrap,T2
20021405,187,all day,pan traps,yellow,pantrap,pantrap,T1
20021406,187,all day,pan traps,yellow,pantrap,pantrap,T2
20021407,187,all day,pan traps,blue,pantrap,pantrap,T1
20021408,187,all day,pan traps,blue,pantrap,pantrap,T2
20021409,187,all day,pan traps,white,pantrap,pantrap,T1
20021410,187,all day,pan traps,white,pantrap,pantrap,T2
20021411,188,all day,pan traps,yellow,pantrap,pantrap,T1
20021412,188,all day,pan traps,yellow,pantrap,pantrap,T2
20021413,188,all day,pan traps,blue,pantrap,pantrap,T1
20021414,188,all day,pan traps,blue,pantrap,pantrap,T2
20021415,188,all day,pan traps,white,pantrap,pantrap,T1
